locus_tag	ftype	length_bp	gene	EC_number	COG	product
BCPCFBLM_04003	CDS	450				hypothetical protein
BCPCFBLM_04004	CDS	2910				hypothetical protein
BCPCFBLM_04005	CDS	765				hypothetical protein
BCPCFBLM_04006	CDS	495				hypothetical protein
BCPCFBLM_04007	CDS	447				hypothetical protein
BCPCFBLM_04008	CDS	948				hypothetical protein
BCPCFBLM_04009	CDS	1407				hypothetical protein
BCPCFBLM_04010	CDS	372				hypothetical protein
BCPCFBLM_04011	CDS	1518				hypothetical protein
BCPCFBLM_04012	CDS	375				hypothetical protein
BCPCFBLM_04013	CDS	459	yhaV	3.1.-.-		Ribonuclease toxin YhaV
BCPCFBLM_04014	CDS	318				hypothetical protein
BCPCFBLM_04015	CDS	1857				hypothetical protein
BCPCFBLM_04016	CDS	3336				hypothetical protein
BCPCFBLM_04017	CDS	2637				hypothetical protein
BCPCFBLM_04018	CDS	1941				hypothetical protein
BCPCFBLM_04019	CDS	3357	recD_1	3.1.11.5		RecBCD enzyme subunit RecD
BCPCFBLM_04020	CDS	1344				hypothetical protein
BCPCFBLM_04021	CDS	717				hypothetical protein
BCPCFBLM_04022	CDS	489				hypothetical protein
BCPCFBLM_04023	CDS	1764				hypothetical protein
BCPCFBLM_04024	CDS	2676				hypothetical protein
BCPCFBLM_04025	CDS	1311				hypothetical protein
BCPCFBLM_04026	CDS	270				hypothetical protein
BCPCFBLM_04027	CDS	735				hypothetical protein
BCPCFBLM_04028	CDS	3006				hypothetical protein
BCPCFBLM_04029	CDS	1986				hypothetical protein
BCPCFBLM_04030	CDS	810				hypothetical protein
BCPCFBLM_04031	CDS	1788				hypothetical protein
BCPCFBLM_04032	CDS	3234	rapA_3	3.6.4.-		RNA polymerase-associated protein RapA
BCPCFBLM_04033	CDS	909				hypothetical protein
BCPCFBLM_04034	CDS	891	hcaR_3			Hca operon transcriptional activator HcaR
BCPCFBLM_04035	CDS	642				hypothetical protein
BCPCFBLM_04036	CDS	348				hypothetical protein
BCPCFBLM_04037	CDS	534	xerC_4			Tyrosine recombinase XerC
BCPCFBLM_04038	CDS	444				hypothetical protein
BCPCFBLM_04039	CDS	573				hypothetical protein
BCPCFBLM_04040	CDS	1878				hypothetical protein
BCPCFBLM_04041	CDS	369				hypothetical protein
BCPCFBLM_04042	CDS	780				hypothetical protein
BCPCFBLM_04043	CDS	1917	eta	2.4.2.36		Exotoxin A
BCPCFBLM_04044	CDS	1491				hypothetical protein
BCPCFBLM_04045	CDS	1182	dhaT_1	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
BCPCFBLM_04046	CDS	903	argP_4			HTH-type transcriptional regulator ArgP
BCPCFBLM_04047	CDS	1335	uhpC		COG2271	Membrane sensor protein UhpC
BCPCFBLM_04048	CDS	654	serB1	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
BCPCFBLM_04049	CDS	717	phnR_1		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
BCPCFBLM_04050	CDS	903	argP_5			HTH-type transcriptional regulator ArgP
BCPCFBLM_04051	CDS	837	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
BCPCFBLM_04052	CDS	849				hypothetical protein
BCPCFBLM_04053	CDS	876	dmlR_11			HTH-type transcriptional regulator DmlR
BCPCFBLM_04054	CDS	1017	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
BCPCFBLM_04055	CDS	789	rpaR		COG2771	HTH-type quorum sensing-dependent transcriptional regulator RpaR
BCPCFBLM_04056	CDS	876	hchA	3.1.2.-		Protein/nucleic acid deglycase HchA
BCPCFBLM_04057	CDS	414				hypothetical protein
BCPCFBLM_04058	CDS	351				hypothetical protein
BCPCFBLM_04059	CDS	780				hypothetical protein
BCPCFBLM_04060	CDS	1269	tetA			Tetracycline resistance protein, class C
BCPCFBLM_04061	CDS	978				hypothetical protein
BCPCFBLM_04062	CDS	408	fosA	2.5.1.18	COG0346	Glutathione transferase FosA
BCPCFBLM_04063	CDS	912	pgrR_7			HTH-type transcriptional regulator PgrR
BCPCFBLM_04064	CDS	990	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
BCPCFBLM_04065	CDS	588				hypothetical protein
BCPCFBLM_04066	CDS	753	cobB_2	2.3.1.286	COG0846	NAD-dependent protein deacylase
BCPCFBLM_04067	CDS	1497	dgt_2	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
BCPCFBLM_04068	CDS	321				hypothetical protein
BCPCFBLM_04069	CDS	540	def_2	3.5.1.88	COG0242	Peptide deformylase
BCPCFBLM_04070	CDS	573				hypothetical protein
BCPCFBLM_04071	CDS	1308	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
BCPCFBLM_04072	CDS	507	pal_5			Peptidoglycan-associated lipoprotein
BCPCFBLM_04073	CDS	555				hypothetical protein
BCPCFBLM_04074	CDS	375				hypothetical protein
BCPCFBLM_04075	CDS	840	cvfB		COG2996	Conserved virulence factor B
BCPCFBLM_04076	CDS	2325	mdoB_2	2.7.8.20		Phosphoglycerol transferase I
BCPCFBLM_04077	CDS	336				hypothetical protein
BCPCFBLM_04078	CDS	1767		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
BCPCFBLM_04079	CDS	192				hypothetical protein
BCPCFBLM_04080	CDS	222			COG4628	DNA-binding protein
BCPCFBLM_04081	CDS	1149	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
BCPCFBLM_04082	CDS	624				hypothetical protein
BCPCFBLM_04083	CDS	711	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
BCPCFBLM_04084	CDS	780	nimR_7			HTH-type transcriptional regulator NimR
BCPCFBLM_04085	CDS	1158	ydhC			Inner membrane transport protein YdhC
BCPCFBLM_04086	CDS	1197				hypothetical protein
BCPCFBLM_04087	CDS	714				hypothetical protein
BCPCFBLM_04088	CDS	444	fliJ		COG2882	Flagellar FliJ protein
BCPCFBLM_04089	CDS	1356	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
BCPCFBLM_04090	CDS	807				hypothetical protein
BCPCFBLM_04091	CDS	1017	fliG		COG1536	Flagellar motor switch protein FliG
BCPCFBLM_04092	CDS	1797				hypothetical protein
BCPCFBLM_04093	CDS	330	fliE		COG1677	Flagellar hook-basal body complex protein FliE
BCPCFBLM_04094	CDS	1416	atoC_1		COG2204	Regulatory protein AtoC
BCPCFBLM_04095	CDS	1209	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
BCPCFBLM_04096	CDS	1473	atoC_2		COG2204	Regulatory protein AtoC
BCPCFBLM_04097	CDS	294				hypothetical protein
BCPCFBLM_04098	CDS	381	fliS_1		COG1516	Flagellar secretion chaperone FliS
BCPCFBLM_04099	CDS	399	fliS_2		COG1516	Flagellar secretion chaperone FliS
BCPCFBLM_04100	CDS	1437	fliD		COG1345	B-type flagellar hook-associated protein 2
BCPCFBLM_04101	CDS	387				hypothetical protein
BCPCFBLM_04102	CDS	1164	fliC			A-type flagellin
BCPCFBLM_04103	CDS	3507				hypothetical protein
BCPCFBLM_04104	CDS	1149				hypothetical protein
BCPCFBLM_04105	CDS	615	lpxD_2	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
BCPCFBLM_04106	CDS	1131		1.14.13.239		Carnitine monooxygenase oxygenase subunit
BCPCFBLM_04107	CDS	633	perB	2.3.1.227	COG0110	GDP-perosamine N-acetyltransferase
BCPCFBLM_04108	CDS	768	gno_1	1.1.1.-		Gluconate 5-dehydrogenase
BCPCFBLM_04109	CDS	1041	fabH_2	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
BCPCFBLM_04110	CDS	225				hypothetical protein
BCPCFBLM_04111	CDS	1137	vioA	2.6.1.33		dTDP-4-amino-4,6-dideoxy-D-glucose transaminase
BCPCFBLM_04112	CDS	1302				hypothetical protein
BCPCFBLM_04113	CDS	2049				hypothetical protein
BCPCFBLM_04114	CDS	1203				hypothetical protein
BCPCFBLM_04115	CDS	1110	flgI			Flagellar P-ring protein
BCPCFBLM_04116	CDS	696	flgH			Flagellar L-ring protein
BCPCFBLM_04117	CDS	786	flgG		COG4786	Flagellar basal-body rod protein FlgG
BCPCFBLM_04118	CDS	750	flgF		COG4787	Flagellar basal-body rod protein FlgF
BCPCFBLM_04119	CDS	1389	flgE		COG1749	Flagellar hook protein FlgE
BCPCFBLM_04120	CDS	714	flgD		COG1843	Basal-body rod modification protein FlgD
BCPCFBLM_04121	CDS	441	flgC		COG1558	Flagellar basal-body rod protein FlgC
BCPCFBLM_04122	CDS	408	flgB		COG1815	Flagellar basal body rod protein FlgB
BCPCFBLM_04123	CDS	363				hypothetical protein
BCPCFBLM_04124	CDS	318				hypothetical protein
BCPCFBLM_04125	CDS	1122	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
BCPCFBLM_04126	CDS	924	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
BCPCFBLM_04127	CDS	1254				hypothetical protein
BCPCFBLM_04128	CDS	768	lptB_3	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BCPCFBLM_04129	CDS	702	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
BCPCFBLM_04130	CDS	2295				hypothetical protein
BCPCFBLM_04131	CDS	1842	htpG_1			Chaperone protein HtpG
BCPCFBLM_04132	CDS	915	dmlR_12			HTH-type transcriptional regulator DmlR
BCPCFBLM_04133	CDS	600				hypothetical protein
BCPCFBLM_04134	CDS	399				hypothetical protein
BCPCFBLM_04135	CDS	666				hypothetical protein
BCPCFBLM_04136	CDS	252				hypothetical protein
BCPCFBLM_04137	CDS	522				hypothetical protein
BCPCFBLM_04138	CDS	1098	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
BCPCFBLM_04139	CDS	906				hypothetical protein
BCPCFBLM_04140	CDS	348	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
BCPCFBLM_04141	CDS	270	mrpF		COG2212	Na(+)/H(+) antiporter subunit F
BCPCFBLM_04142	CDS	525	mrpE		COG1863	Na(+)/H(+) antiporter subunit E
BCPCFBLM_04143	CDS	1500	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
BCPCFBLM_04144	CDS	339	mnhC1		COG1006	Na(+)/H(+) antiporter subunit C1
BCPCFBLM_04145	CDS	2802	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
BCPCFBLM_04146	CDS	465	slyB		COG3133	Outer membrane lipoprotein SlyB
BCPCFBLM_04147	CDS	243				hypothetical protein
BCPCFBLM_04148	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
BCPCFBLM_04149	CDS	1359	dsdX		COG2610	D-serine transporter DsdX
BCPCFBLM_04150	CDS	1113	cdaR		COG3835	Carbohydrate diacid regulator
BCPCFBLM_04151	CDS	648	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
BCPCFBLM_04152	CDS	882	pal_6			Peptidoglycan-associated lipoprotein
BCPCFBLM_04153	CDS	1146	yfeW	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
BCPCFBLM_04154	CDS	2250				hypothetical protein
BCPCFBLM_04155	CDS	2145	dinG_2	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
BCPCFBLM_04156	CDS	465				hypothetical protein
BCPCFBLM_04157	CDS	810				hypothetical protein
BCPCFBLM_04158	CDS	300				hypothetical protein
BCPCFBLM_04159	CDS	633	pal_7			Peptidoglycan-associated lipoprotein
BCPCFBLM_04160	CDS	498				hypothetical protein
BCPCFBLM_04161	CDS	474				hypothetical protein
BCPCFBLM_04162	CDS	318				hypothetical protein
BCPCFBLM_04163	CDS	621				hypothetical protein
BCPCFBLM_04164	CDS	561				hypothetical protein
BCPCFBLM_04165	CDS	495				hypothetical protein
BCPCFBLM_04166	CDS	201				hypothetical protein
BCPCFBLM_04167	CDS	642	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
BCPCFBLM_04168	CDS	2544	quiP_3	3.5.1.97	COG2366	Acyl-homoserine lactone acylase QuiP
BCPCFBLM_04169	CDS	1476				hypothetical protein
BCPCFBLM_04170	CDS	756				hypothetical protein
BCPCFBLM_04171	CDS	369				hypothetical protein
BCPCFBLM_04172	CDS	1287	puuB_4	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
BCPCFBLM_04173	CDS	1494	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
BCPCFBLM_04174	CDS	477				hypothetical protein
BCPCFBLM_04175	CDS	1251	nicP_9			Porin-like protein NicP
BCPCFBLM_04176	CDS	987		1.6.5.11	COG2070	NADH:quinone reductase
BCPCFBLM_04177	CDS	918				hypothetical protein
BCPCFBLM_04178	CDS	1146		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
BCPCFBLM_04179	CDS	762	paaF_4	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
BCPCFBLM_04180	CDS	1065				hypothetical protein
BCPCFBLM_04181	CDS	408				hypothetical protein
BCPCFBLM_04182	CDS	1356	yjhB_2			Putative metabolite transport protein YjhB
BCPCFBLM_04183	CDS	867				hypothetical protein
BCPCFBLM_04184	CDS	2148	FCS1_2	6.2.1.34		Trans-feruloyl-CoA synthase FCS1
BCPCFBLM_04185	CDS	1152				hypothetical protein
BCPCFBLM_04186	CDS	312				hypothetical protein
BCPCFBLM_04187	CDS	801	allR		COG1414	HTH-type transcriptional repressor AllR
BCPCFBLM_04188	CDS	900				hypothetical protein
BCPCFBLM_04189	tRNA	90				tRNA-Ser(cga)
BCPCFBLM_04190	CDS	711	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
BCPCFBLM_04191	CDS	759	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
BCPCFBLM_04192	CDS	1191	bamC			Outer membrane protein assembly factor BamC
BCPCFBLM_04193	CDS	879	dapA_3	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
BCPCFBLM_04194	CDS	558	gcvR		COG2716	Glycine cleavage system transcriptional repressor
BCPCFBLM_04195	CDS	474	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
BCPCFBLM_04196	CDS	1074				hypothetical protein
BCPCFBLM_04197	CDS	252	tusA_1		COG0425	Sulfur carrier protein TusA
BCPCFBLM_04198	CDS	1434	bepA_2	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
BCPCFBLM_04199	CDS	1059	nadA	2.5.1.72	COG0379	Quinolinate synthase A
BCPCFBLM_04200	CDS	999				hypothetical protein
BCPCFBLM_04201	CDS	603	phnB	4.1.3.27	COG0512	Anthranilate synthase component 2, pyocyanine specific
BCPCFBLM_04202	CDS	1593	phnA	4.1.3.27	COG0147	Anthranilate synthase component 1, pyocyanine specific
BCPCFBLM_04203	CDS	906	pqsE	3.1.2.32		2-aminobenzoylacetyl-CoA thioesterase
BCPCFBLM_04204	CDS	1014	pqsD	2.3.1.262	COG0332	Anthraniloyl-CoA anthraniloyltransferase
BCPCFBLM_04205	CDS	1047	pqsC	2.3.1.230	COG0332	2-heptyl-4(1H)-quinolone synthase subunit PqsC
BCPCFBLM_04206	CDS	852	pqsB		COG0332	2-heptyl-4(1H)-quinolone synthase subunit PqsB
BCPCFBLM_04207	CDS	1554	pqsA	6.2.1.32	COG0365	Anthranilate--CoA ligase
BCPCFBLM_04208	CDS	522	ogt_2	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
BCPCFBLM_04209	CDS	2520	fimD		COG3188	Outer membrane usher protein FimD
BCPCFBLM_04210	CDS	714	yadV_4			putative fimbrial chaperone YadV
BCPCFBLM_04211	CDS	618				hypothetical protein
BCPCFBLM_04212	CDS	642				hypothetical protein
BCPCFBLM_04213	CDS	705	nudC_3	3.6.1.22		NADH pyrophosphatase
BCPCFBLM_04214	CDS	561				hypothetical protein
BCPCFBLM_04215	CDS	405		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
BCPCFBLM_04216	CDS	2064				hypothetical protein
BCPCFBLM_04217	CDS	462				IS3 family transposase ISPa32
BCPCFBLM_04218	CDS	525				hypothetical protein
BCPCFBLM_04219	CDS	1149				hypothetical protein
BCPCFBLM_04220	CDS	2463	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
BCPCFBLM_04221	CDS	999	fecR_6		COG3712	Protein FecR
BCPCFBLM_04222	CDS	519	fecI_8		COG1595	putative RNA polymerase sigma factor FecI
BCPCFBLM_04223	CDS	915	gbpR_2			HTH-type transcriptional regulator GbpR
BCPCFBLM_04224	CDS	1062	sdgD	1.13.11.4		Gentisate 1,2-dioxygenase
BCPCFBLM_04225	CDS	699	nagK	3.7.1.20		Fumarylpyruvate hydrolase
BCPCFBLM_04226	CDS	1347	pcaK_2		COG0477	4-hydroxybenzoate transporter PcaK
BCPCFBLM_04227	CDS	645	nagL_1	5.2.1.4		Maleylpyruvate isomerase
BCPCFBLM_04228	CDS	912				hypothetical protein
BCPCFBLM_04229	CDS	1335	pksS	1.14.-.-	COG2124	Polyketide biosynthesis cytochrome P450 PksS
BCPCFBLM_04230	CDS	771	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
BCPCFBLM_04231	CDS	837	resA_2			Thiol-disulfide oxidoreductase ResA
BCPCFBLM_04232	CDS	1773	dsbD_2	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
BCPCFBLM_04233	CDS	681	qseB_3			Transcriptional regulatory protein QseB
BCPCFBLM_04234	CDS	1323	qseC_2	2.7.13.3		Sensor protein QseC
BCPCFBLM_04235	CDS	876	tsdA	1.8.2.2	COG3258	Thiosulfate dehydrogenase
BCPCFBLM_04236	CDS	654				Cytochrome c4
BCPCFBLM_04237	CDS	1002				hypothetical protein
BCPCFBLM_04238	CDS	615	comR_3			HTH-type transcriptional repressor ComR
BCPCFBLM_04239	CDS	120				hypothetical protein
BCPCFBLM_04240	CDS	195				hypothetical protein
BCPCFBLM_04241	CDS	273				hypothetical protein
BCPCFBLM_04242	CDS	765	nimR_8			HTH-type transcriptional regulator NimR
BCPCFBLM_04243	CDS	816				hypothetical protein
BCPCFBLM_04244	CDS	375				hypothetical protein
BCPCFBLM_04245	CDS	1020	tdh	1.1.1.103		L-threonine 3-dehydrogenase
BCPCFBLM_04246	CDS	915	nodD2_2			Nodulation protein D 2
BCPCFBLM_04247	CDS	1245	bepF_2			Efflux pump periplasmic linker BepF
BCPCFBLM_04248	CDS	3189	oqxB7			multidrug efflux RND transporter permease subunit OqxB7
BCPCFBLM_04249	CDS	1419	ttgI_4			Toluene efflux pump outer membrane protein TtgI
BCPCFBLM_04250	CDS	516				hypothetical protein
BCPCFBLM_04251	CDS	879	yofA_3		COG0583	HTH-type transcriptional regulator YofA
BCPCFBLM_04252	CDS	633				hypothetical protein
BCPCFBLM_04253	CDS	456	guaD_1	3.5.4.3	COG0590	Guanine deaminase
BCPCFBLM_04254	CDS	1227	yycB_1		COG2807	putative transporter YycB
BCPCFBLM_04255	CDS	168				hypothetical protein
BCPCFBLM_04256	CDS	1341				hypothetical protein
BCPCFBLM_04257	CDS	1254				hypothetical protein
BCPCFBLM_04258	CDS	618				hypothetical protein
BCPCFBLM_04259	CDS	1347	oprD_4	3.4.21.-		Porin D
BCPCFBLM_04260	CDS	219				hypothetical protein
BCPCFBLM_04261	CDS	933	catA	1.13.11.1	COG3485	Catechol 1,2-dioxygenase
BCPCFBLM_04262	CDS	291	catC	5.3.3.4	COG4829	Muconolactone Delta-isomerase
BCPCFBLM_04263	CDS	1122	catB	5.5.1.1	COG4948	Muconate cycloisomerase 1
BCPCFBLM_04264	CDS	873	benM_5			HTH-type transcriptional regulator BenM
BCPCFBLM_04265	CDS	1002				hypothetical protein
BCPCFBLM_04266	CDS	1395	antA	1.14.12.1	COG4638	Anthranilate 1,2-dioxygenase large subunit
BCPCFBLM_04267	CDS	492	antB	1.14.12.1	COG5517	Anthranilate 1,2-dioxygenase small subunit
BCPCFBLM_04268	CDS	1023	antC		COG0543	Anthranilate 1,2-dioxygenase electron transfer component
BCPCFBLM_04269	CDS	762	lvr	1.1.1.-		Levodione reductase
BCPCFBLM_04270	CDS	1014	benC		COG0543	Benzoate 1,2-dioxygenase electron transfer component
BCPCFBLM_04271	CDS	489	cbdB	1.14.12.13		2-halobenzoate 1,2-dioxygenase small subunit
BCPCFBLM_04272	CDS	1368	cbdA	1.14.12.13		2-halobenzoate 1,2-dioxygenase large subunit
BCPCFBLM_04273	CDS	957	rhaS_9			HTH-type transcriptional activator RhaS
BCPCFBLM_04274	CDS	3156	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
BCPCFBLM_04275	CDS	1455	czcB			Cobalt-zinc-cadmium resistance protein CzcB
BCPCFBLM_04276	CDS	1287	czcC_1			Cobalt-zinc-cadmium resistance protein CzcC
BCPCFBLM_04277	CDS	675	czcR_4			Transcriptional activator protein CzcR
BCPCFBLM_04278	CDS	1419	czcS_3	2.7.13.3		Sensor protein CzcS
BCPCFBLM_04279	CDS	255				hypothetical protein
BCPCFBLM_04280	CDS	1497	ttgF_1			Toluene efflux pump outer membrane protein TtgF
BCPCFBLM_04281	CDS	3111	mdtC_1			Multidrug resistance protein MdtC
BCPCFBLM_04282	CDS	3132	mdtB_2			Multidrug resistance protein MdtB
BCPCFBLM_04283	CDS	1281	mdtA_7			Multidrug resistance protein MdtA
BCPCFBLM_04284	CDS	1434				hypothetical protein
BCPCFBLM_04285	CDS	1326				hypothetical protein
BCPCFBLM_04286	CDS	1125	pat	2.6.1.-	COG0079	Putative phenylalanine aminotransferase
BCPCFBLM_04287	CDS	498	tpx	1.11.1.15	COG2077	Thiol peroxidase
BCPCFBLM_04288	CDS	1350	alsT_2		COG1115	Amino-acid carrier protein AlsT
BCPCFBLM_04289	CDS	912	dmlR_13			HTH-type transcriptional regulator DmlR
BCPCFBLM_04290	CDS	996	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
BCPCFBLM_04291	CDS	936				hypothetical protein
BCPCFBLM_04292	CDS	630				hypothetical protein
BCPCFBLM_04293	CDS	453				hypothetical protein
BCPCFBLM_04294	CDS	1350	ynbD		COG0671	putative protein YnbD
BCPCFBLM_04295	CDS	1761	ynbC		COG2267	putative protein YnbC
BCPCFBLM_04296	CDS	636	ynbA		COG0558	Inner membrane protein YnbA
BCPCFBLM_04297	CDS	3666	tamB		COG2911	Translocation and assembly module subunit TamB
BCPCFBLM_04298	CDS	1740	tamA		COG0729	Translocation and assembly module subunit TamA
BCPCFBLM_04299	CDS	633				hypothetical protein
BCPCFBLM_04300	CDS	813	xthA_2	3.1.11.2	COG0708	Exodeoxyribonuclease III
BCPCFBLM_04301	CDS	426				hypothetical protein
BCPCFBLM_04302	CDS	906	dmlR_14			HTH-type transcriptional regulator DmlR
BCPCFBLM_04303	CDS	1386				hypothetical protein
BCPCFBLM_04304	CDS	1044	alx		COG0861	Putative membrane-bound redox modulator Alx
BCPCFBLM_04305	CDS	192				hypothetical protein
BCPCFBLM_04306	CDS	1230	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
BCPCFBLM_04307	CDS	933	pcpR_6			PCP degradation transcriptional activation protein
BCPCFBLM_04308	CDS	1128	mmgC_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
BCPCFBLM_04309	CDS	1191	thlA_2	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
BCPCFBLM_04310	CDS	768		1.-.-.-		putative oxidoreductase
BCPCFBLM_04311	CDS	1668	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
BCPCFBLM_04312	CDS	1086				hypothetical protein
BCPCFBLM_04313	CDS	1695	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
BCPCFBLM_04314	CDS	693	mgtC_1		COG1285	Protein MgtC
BCPCFBLM_04315	CDS	147				hypothetical protein
BCPCFBLM_04316	CDS	543				hypothetical protein
BCPCFBLM_04317	CDS	231				hypothetical protein
BCPCFBLM_04318	CDS	288				hypothetical protein
BCPCFBLM_04319	CDS	1617	ctpH			Methyl-accepting chemotaxis protein CtpH
BCPCFBLM_04320	CDS	495				hypothetical protein
BCPCFBLM_04321	CDS	1488	bicA		COG0659	Bicarbonate transporter BicA
BCPCFBLM_04322	CDS	828	tam_6	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
BCPCFBLM_04323	CDS	426				hypothetical protein
BCPCFBLM_04324	CDS	1188				hypothetical protein
BCPCFBLM_04325	CDS	210				hypothetical protein
BCPCFBLM_04326	CDS	1764				hypothetical protein
BCPCFBLM_04327	CDS	408				hypothetical protein
BCPCFBLM_04328	CDS	147				hypothetical protein
BCPCFBLM_04329	CDS	369	lecA			PA-I galactophilic lectin
BCPCFBLM_04330	CDS	1206				hypothetical protein
BCPCFBLM_04331	CDS	1164	yhcG_2	3.1.-.-	COG4804	Putative nuclease YhcG
BCPCFBLM_04332	CDS	507				hypothetical protein
BCPCFBLM_04333	CDS	393				hypothetical protein
BCPCFBLM_04334	CDS	1311				hypothetical protein
BCPCFBLM_04335	CDS	351				hypothetical protein
BCPCFBLM_04336	CDS	279				hypothetical protein
BCPCFBLM_04337	CDS	825				hypothetical protein
BCPCFBLM_04338	CDS	2055	noc			Nucleoid occlusion protein
BCPCFBLM_04339	CDS	210				hypothetical protein
BCPCFBLM_04340	CDS	315				hypothetical protein
BCPCFBLM_04341	CDS	297				hypothetical protein
BCPCFBLM_04342	CDS	351				hypothetical protein
BCPCFBLM_04343	CDS	771				hypothetical protein
BCPCFBLM_04344	CDS	282				hypothetical protein
BCPCFBLM_04345	CDS	858				hypothetical protein
BCPCFBLM_04346	CDS	639	soj_5	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
BCPCFBLM_04347	CDS	285				hypothetical protein
BCPCFBLM_04348	CDS	558				hypothetical protein
BCPCFBLM_04349	CDS	576				hypothetical protein
BCPCFBLM_04350	CDS	1986				hypothetical protein
BCPCFBLM_04351	CDS	996	htpX_2	3.4.24.-		Protease HtpX
BCPCFBLM_04352	CDS	1248	czcC_2			Cobalt-zinc-cadmium resistance protein CzcC
BCPCFBLM_04353	CDS	1230				hypothetical protein
BCPCFBLM_04354	CDS	3138	czcA_2			Cobalt-zinc-cadmium resistance protein CzcA
BCPCFBLM_04355	CDS	705				hypothetical protein
BCPCFBLM_04356	CDS	669				hypothetical protein
BCPCFBLM_04357	CDS	306				hypothetical protein
